Conflict,Combatant 1,Combatant 2,Results
Mexican War of Independence(1810-1821),,,
Long Expedition(1819),,,
Texas-Indian Wars(1820-1875),,,
Spanish Attempts to Reconquer Mexico(1821-1829),,,
Comanche-Mexico Wars(1821-1870),,,
Apache-Mexico Wars(1821-1915),,,
Yaqui Wars(1821-1929),,,
Mexican Indian Wars(1821-1933),,,
Casa Mata Plan Revolution(1822-1823),,,
Rebellion of Oaxaca(1823),,,
Rebellion of Guadalajara (1823),,,
Rebellion of Puebla (1823),,,
Revolt of Querétaro (1823),,,
Fredonian Rebellion(1826-1827),,,
Conservative Coup(1829-1831),,,
Rebellion in Zacatecas (1835),,,
Texas Revolution(1835-1836),,,
Revolution of Ayutla(1854-1855),,,
Reform War (1857-1861),,,
Cortina Troubles(1859-1861),,,
Second Franco-Mexican War(1861-1867),,,
Victorio's War(1879-1881),,,
Garza Revolution(1891-1893),,,
Mexican annexation of Clipperton Island(1897),,,
(1902-1903),,,
Mexican Revolution(1910-1920),,,
(1913-1918),,,
Border War(1910-1919),,,
(1911),,,
Cristero War(1926-1929),,,
Escobar Rebellion(1929),,,
Spanish Civil War(1937-1939),,,
World War II (1942-1945),,,
Mexico-Guatemala Conflict(1958-1959),,,
Nicaraguan Revolution(1962-1990),,,
Dirty War(1968-1982),,,
Zapatista Uprising(1994),,,
Mexican Drug War(2006-2019),,,
