Conflict,Combatant 1,Combatant 2,Results
Burmese-Siamese War(1809-1812),,,
First Anglo-Burmese War(1824-1826),,,
Lao rebellion(1826-1828),,,
Siamese-Vietnamese War(1831-1834),,,
Lê Văn Khôi revolt(1833-1835),,,
Siamese-Vietnamese War(1841-1845),,,
Vietnam-Siamese War (1841-1845),,,
Burmese-Siamese War(1849-1855),,,
Haw wars(1865-1890),,,
Franco-Siamese War(1893),,,
World War I(1917-1918),,,
Boworadet rebellion(1933),,,
Franco-Thai War(1940-1941),,,
World War II(1942-1945),,,
Malayan Emergency(1948-1960),,,
Chinese Civil War(1949-1961),,,
Korean War(1950-1955),,,
Vietnam War(1955-1975),,,
Laotian Civil War(1959-1975),,,
Communist insurgency in Thailand(1959-1975),,,
Cambodian Civil War(1968-1975),,,
Third Indochina War(1975-1991),,,
Vietnamese border raids in Thailand(1979-1989),,,
Thai-Laotian Border War(1987-1988),,,
Persian Gulf War(1990-1991),,,
International Force East Timor(1999-2000),,,
Operation Enduring Freedom Horn of Africa(2002-2019),,,
